"S. Nishimoto, T. Yamazato, H. Okada, T. Fujii, T. Yendo, S. Arai","Overlay Coding of Long Range Data and Short Range Data for Road-to-Vehicle Visible Light Communication Using LED Array and High-Speed Camera","IEICE Transactions on Communications, vol.J96-B, no.2, pp.191-201","","Feb. 2013",
"T. Fukumoto, S. Arai, T. Yendo, T. Yamazato, H. Okada and T. Fujii","A Study on the Simulator Development for Visible Light Communication Using LED and Camera","Proceedings of IEEE Workshop on Nonlinear Circuit Networks (NCN'12), pp. 124-127, Tokushima, Japan","This paper develops a simple simulation program for visible light communication (VLC) systems using LED (Transmitter) and a camera (Receiver). In the simulation, we generate an image of LED array transmitter which consists of LEDs arranged in a square matrix. In addition, effects of optical spatial channel, which is a unique channel in VLC, are constructed by using image processing techniques. We describe a system model of the VLC simulator and carry out the simulation with various parameters of the image processing.","Dec. 2012",
"T. Ito, S. Arai, T. Yendo T. Yamazato, H. Okada and T. Fujii","Intensity estimation of LED array for parallel visible light communication ","Technical Report of IEICE, CS2012-90, pp.113-118, Fukui, Japan","","Dec. 2012",
"M. Kasai, T. Yendo T. Yamazato, H. Okada, T. Fujii and S. Arai","Visible light communication system using real-time software processing of high-speed camera image ","Technical Report of IEICE, CS2012-83, pp.71-75, Fukui, Japan","","Dec. 2012",
"S. Nishimoto, T. Yamazato, H. Okada, T. Fujii, T. Yendo, S. Arai","High-speed Transmission of Overlay Coding for Road-to-Vehicle Visible Light Communication Using LED Array and High-Speed Camera","IEEE GLOBECOM Workshop on Optical Wireless Communications, pp.1234-1238, Anaheim, USA","This paper aims to the improve the data rate for the visible light communication system using LED array and high-speed camera. Previously, we have proposed the decoding algorithm using inverted signals for driving situation. However, using this method the data rate become a half, because we transmit original signals and inverted signals alternately for LED array tracking. In this paper, we propose the data rate improving method for overlay coding which is coding method that overlay two data which are called as the long range data and the short range data. In the proposed method, for the long range data, we transmit original signals and inverted signals alternately. On the other hand, for the short range data, we transmit only original signals while we transmit inverted signals of long range data. We confirm that we can improve data rate as compared with the previous method.","Dec. 2012","https://doi.org/10.1109/GLOCOMW.2012.6477757"
"T. Yamazato, T. Saba, S. Shiota, C. Ohta","The key to peer-review an IEICE article","IEICE Communication Society Magazine, B-Plus, no.23, pp.222-230","","Dec. 2012",
"S. Arai, Y. Nishio, T. Yamazato","A Study on Error-Correcting Method for Noncoherent Chaos Communications","Japan-Korea Joint Workshop on Complex Communication Sciences, Seoul, Korea","","Nov. 2012",
"Y. Shiraki, T. Yamazato, H. Okada, T. Fujii, T. Yendo, S. Arai","Multiple Information Sources Recognition Method for Ubiquitous Visible Light Communication Using on-Vehicle High-Speed Camera","IEICE Transactions on Communications, vol.J95-B, no.11, pp.1517-1528","","Nov. 2012",
"S. Arai, Y. Nishio, T. Yamazato","Improvement of Error-Correcting Method Based on Chaotic Dynamics for Noncoherent Chaos Communications","International Symposium on Nonlinear Theory and its Applications (NOLTA), pp.801-804, Palma, Majorca, Spain","This paper focuses on characteristics of the chaotic dynamics and improves our previous errorcorrecting method using them for noncoherent chaos communications. Our previous method is performed by using a chaotic sequence generated according to the chaotic dynamics. In this case, it is very difficult to recover data without a successive sequence based on the chaotic dynamics. We focus on this feature and consider that an improved method separates and reconstructs the chaotic dynamics of the sequence according to a specific rule. Namely, the separation and reconstruction of the chaotic dynamics can be applied for our improved method as additional information. As results of simulations, we have confirmed that the advantage gained in BER performance of our improved method is about 2&#8211;2.5 dB compared to a conventional method (without coding).","Oct. 2012",
"T. Yamazato","Introduction of Nagoya University OCW","ICTSFC Workshop, Nagoya, Japan","","Sep. 2012",
"H. Tanaka, T. Yamazato, S. Arai","Performance Evaluation of 2 users BFSK Receiver Stochastic Resonance","Enginnering Sciences Society Conference of IEICE, Toyama, Japan","","Sep. 2012",
"K. Chiga, H. Tanaka, T. Yamazato, S. Arai","Stochastic Resonance BFSK Receiver using Schmitt Trigger","Enginnering Sciences Society Conference of IEICE, A-2-1, p.24","","Sep. 2012",
"A.Ohmura,T.Yamazato,H.Okada,T.Fujii,T.Yendo,S.Arai","Phase Only Correlation Based Distance Estimation Scheme for Integrated R2V-VLC",", Tokyo, Japan","","Sep. 2012",
"Z. Huang, H. Okada, K. Kobayashi, M. Katayama","A Study on Cluster Lifetime in Multi-Hop Wireless Sensor Networks with Cooperative MISO Scheme","Journal of Communications and Networks, vol.14, no.4, pp.443-450","As for cluster-based wireless sensor networks (WSNs), cluster lifetime is one of the most important subjects in recent researches. Besides reducing the energy consumptions of the clusters, it is necessary to make the clusters achieve equal lifetimes so that the whole network can survive longer. In this paper, we focus on the cluster lifetimes in multi-hop WSNs with cooperative multi-input single-output scheme. With a simplified model of multi-hop WSNs, we change the transmission schemes, the sizes and transmission distances of clusters to investigate their effects on the cluster lifetimes. Furthermore, linear and uniform data aggregations are considered in our model. As a result, we analyze the cluster lifetimes in different situations and discuss the requirements on the sizes and transmission distances of clusters for equal lifetimes.","Aug. 2012","https://doi.org/10.1109/JCN.2012.6292251"
"T. Yamazato","Demand of Teaching Material Development and OCW","60th JSEE Anual Conference Proceedings, 8-331, Toyosu Campus, Shibaura Institute of Technology","","Aug. 2012",
"S. Arai, Y. Nishio and T. Yamazato","Evbaluation of Error-Correcting Method Using Separation of Chaotic Dynamics for Noncoherent Chaos Communications","Proc. 25th Circuits and Systems Workshop, pp. 261-266, Awaji Island","","Jul. 2012",
"S. Nishimoto, T. Yamazato, H. Okada, T. Fujii, T. Yendo, S. Arai","Improvement Method of Data Rate for Overlay Hierarchical Coding for Road-to-Vehicle Visible Light Communication Using LED Array and High-Speed Camera","Technical Report of IEICE, vol.112, no.148, ITS2012-9, pp.19-24, Nagoya, Japan","This paper aims to improve the data rate for the visible light communication system using LED array and high-speed camera. Previously, we have proposed the decoding algorithm using inverted signals for driving situation. However, using this method the data rate become a half, because we transmit original signals and inverted signals alternately for LED array tracking. In this paper, we propose the data rate improving method for overlay coding which is coding method that overlay two data. We confirm that we can improve data rate as compared with the previous method.","Jul. 2012",
"A.Ohmura,T.Yamazato,H.Okada,T.Fujii,T.Yendo,S.Arai","[Poster Presentation] Road-to-Vehicle Communication and Distance Estimation System using Visible Light Communication","Technical Report of IEICE, USN2012-9, pp.63-68, Toyohasi,Japan","In road-to-vehicle visible light communication data is transmitted toward moving vehicles from the LED array installed on roads. Robust data reception and fast communication are possible by using a high-speed camera as it can reduce the vibration of vehicles. In this road-to-vehicle visible light communication, we propose an integrated system of communication and distance estimation by sending a known data pattern from the LED array.","May 2012",
